qualified_name,entity_guid,entity_type,name,database_name,owner
maxcompute-table.dsc_safe_middle_layer.dsc_96991_71356_21436_dwd_dg_dmc_lineage_table_di_safe_view,odps.dsc_safe_middle_layer.dsc_96991_71356_21436_dwd_dg_dmc_lineage_table_di_safe_view,odps-table,dsc_96991_71356_21436_dwd_dg_dmc_lineage_table_di_safe_view,dsc_safe_middle_layer,051587
maxcompute-table.dsc_safe_middle_layer.dsc_96991_71356_40611_dwd_dg_dmc_lineage_table_di_safe_view,odps.dsc_safe_middle_layer.dsc_96991_71356_40611_dwd_dg_dmc_lineage_table_di_safe_view,odps-table,dsc_96991_71356_40611_dwd_dg_dmc_lineage_table_di_safe_view,dsc_safe_middle_layer,051587
maxcompute-table.dsc_safe_middle_layer.dsc_96991_71356_42385_dwd_dg_dmc_lineage_table_di_safe_view,odps.dsc_safe_middle_layer.dsc_96991_71356_42385_dwd_dg_dmc_lineage_table_di_safe_view,odps-table,dsc_96991_71356_42385_dwd_dg_dmc_lineage_table_di_safe_view,dsc_safe_middle_layer,051587
maxcompute-table.dsc_safe_middle_layer.dsc_96991_71356_49718_dwd_dg_dmc_lineage_table_di_safe_view,odps.dsc_safe_middle_layer.dsc_96991_71356_49718_dwd_dg_dmc_lineage_table_di_safe_view,odps-table,dsc_96991_71356_49718_dwd_dg_dmc_lineage_table_di_safe_view,dsc_safe_middle_layer,051587
maxcompute-table.dsc_safe_middle_layer.dsc_96991_71356_72227_dwd_dg_dmc_lineage_table_di_safe_view,odps.dsc_safe_middle_layer.dsc_96991_71356_72227_dwd_dg_dmc_lineage_table_di_safe_view,odps-table,dsc_96991_71356_72227_dwd_dg_dmc_lineage_table_di_safe_view,dsc_safe_middle_layer,051587
maxcompute-table.dsc_safe_middle_layer.dsc_96991_71356_80087_dwd_dg_dmc_lineage_table_di_safe_view,odps.dsc_safe_middle_layer.dsc_96991_71356_80087_dwd_dg_dmc_lineage_table_di_safe_view,odps-table,dsc_96991_71356_80087_dwd_dg_dmc_lineage_table_di_safe_view,dsc_safe_middle_layer,051587
maxcompute-table.dsc_safe_middle_layer.dsc_96991_71356_94548_dwd_dg_dmc_lineage_table_di_safe_view,odps.dsc_safe_middle_layer.dsc_96991_71356_94548_dwd_dg_dmc_lineage_table_di_safe_view,odps-table,dsc_96991_71356_94548_dwd_dg_dmc_lineage_table_di_safe_view,dsc_safe_middle_layer,051587
maxcompute-table.dsc_safe_middle_layer.dsc_96991_71356_95351_dwd_dg_dmc_lineage_table_di_safe_view,odps.dsc_safe_middle_layer.dsc_96991_71356_95351_dwd_dg_dmc_lineage_table_di_safe_view,odps-table,dsc_96991_71356_95351_dwd_dg_dmc_lineage_table_di_safe_view,dsc_safe_middle_layer,051587
maxcompute-table.dsc_safe_middle_layer.dsc_96991_71356_dwd_dg_dmc_lineage_table_di_safe_view,odps.dsc_safe_middle_layer.dsc_96991_71356_dwd_dg_dmc_lineage_table_di_safe_view,odps-table,dsc_96991_71356_dwd_dg_dmc_lineage_table_di_safe_view,dsc_safe_middle_layer,051587
maxcompute-table.ecodata_dist.aly_smd_rel_dwd_dg_dmc_lineage_table_di_view,odps.ecodata_dist.aly_smd_rel_dwd_dg_dmc_lineage_table_di_view,odps-table,aly_smd_rel_dwd_dg_dmc_lineage_table_di_view,ecodata_dist,083482
maxcompute-table.ecodata_dist.sjhyy_jspt_dwd_dg_dmc_lineage_table_di_view,odps.ecodata_dist.sjhyy_jspt_dwd_dg_dmc_lineage_table_di_view,odps-table,sjhyy_jspt_dwd_dg_dmc_lineage_table_di_view,ecodata_dist,250264
maxcompute-table.ecodata_dist.smd_jspt_dwd_dg_dmc_lineage_table_di_view,odps.ecodata_dist.smd_jspt_dwd_dg_dmc_lineage_table_di_view,odps-table,smd_jspt_dwd_dg_dmc_lineage_table_di_view,ecodata_dist,064572
maxcompute-table.ecodata_dist.tmux_jspt_dwd_dg_dmc_lineage_table_di_view,odps.ecodata_dist.tmux_jspt_dwd_dg_dmc_lineage_table_di_view,odps-table,tmux_jspt_dwd_dg_dmc_lineage_table_di_view,ecodata_dist,110889
maxcompute-table.ecodata_dist.tstb_jspt_dwd_dg_dmc_lineage_table_di_view,odps.ecodata_dist.tstb_jspt_dwd_dg_dmc_lineage_table_di_view,odps-table,tstb_jspt_dwd_dg_dmc_lineage_table_di_view,ecodata_dist,106854
maxcompute-table.isa_aliyun.dataworks_meta_dwd_dg_dmc_lineage_table_di_adex_32_1731_view,odps.isa_aliyun.dataworks_meta_dwd_dg_dmc_lineage_table_di_adex_32_1731_view,odps-table,dataworks_meta_dwd_dg_dmc_lineage_table_di_adex_32_1731_view,isa_aliyun,113297
maxcompute-table.isa_aliyun.dataworks_meta_dwd_dg_dmc_lineage_table_di_v4_adex_32_6329_view,odps.isa_aliyun.dataworks_meta_dwd_dg_dmc_lineage_table_di_v4_adex_32_6329_view,odps-table,dataworks_meta_dwd_dg_dmc_lineage_table_di_v4_adex_32_6329_view,isa_aliyun,080391
maxcompute-table.isa_aliyun.v_dataworks_meta_dwd_dg_dmc_lineage_table_di_v2228_adex_32_1027_view,odps.isa_aliyun.v_dataworks_meta_dwd_dg_dmc_lineage_table_di_v2228_adex_32_1027_view,odps-table,v_dataworks_meta_dwd_dg_dmc_lineage_table_di_v2228_adex_32_1027_view,isa_aliyun,383216
maxcompute-table.isa_dt2hm_xhwl.dataworks_meta_dwd_dg_dmc_lineage_table_di_v16_adex_23_5354_view,odps.isa_dt2hm_xhwl.dataworks_meta_dwd_dg_dmc_lineage_table_di_v16_adex_23_5354_view,odps-table,dataworks_meta_dwd_dg_dmc_lineage_table_di_v16_adex_23_5354_view,isa_dt2hm_xhwl,244035
maxcompute-table.isa_dt2icbu.dataworks_meta_dwd_dg_dmc_lineage_table_di_adex_15_3183_view,odps.isa_dt2icbu.dataworks_meta_dwd_dg_dmc_lineage_table_di_adex_15_3183_view,odps-table,dataworks_meta_dwd_dg_dmc_lineage_table_di_adex_15_3183_view,isa_dt2icbu,
maxcompute-table.isa_dt2ids.glqforintime_jspt_dwd_dg_dmc_lineage_table_di_view,odps.isa_dt2ids.glqforintime_jspt_dwd_dg_dmc_lineage_table_di_view,odps-table,glqforintime_jspt_dwd_dg_dmc_lineage_table_di_view,isa_dt2ids,231824
maxcompute-table.isa_tb.dataworks_meta_dwd_dg_dmc_lineage_table_di_v0_adex_2_26812_view,odps.isa_tb.dataworks_meta_dwd_dg_dmc_lineage_table_di_v0_adex_2_26812_view,odps-table,dataworks_meta_dwd_dg_dmc_lineage_table_di_v0_adex_2_26812_view,isa_tb,322832
maxcompute-table.isa_tb.dataworks_meta_dwd_dg_dmc_lineage_table_di_v14_adex_2_14037_view,odps.isa_tb.dataworks_meta_dwd_dg_dmc_lineage_table_di_v14_adex_2_14037_view,odps-table,dataworks_meta_dwd_dg_dmc_lineage_table_di_v14_adex_2_14037_view,isa_tb,453996
maxcompute-table.isa_tb.dataworks_meta_dwd_dg_dmc_lineage_table_di_v1_adex_2_24964_view,odps.isa_tb.dataworks_meta_dwd_dg_dmc_lineage_table_di_v1_adex_2_24964_view,odps-table,dataworks_meta_dwd_dg_dmc_lineage_table_di_v1_adex_2_24964_view,isa_tb,465450
maxcompute-table.isa_tb.dataworks_meta_dwd_dg_dmc_lineage_table_di_v3_adex_2_14154_view,odps.isa_tb.dataworks_meta_dwd_dg_dmc_lineage_table_di_v3_adex_2_14154_view,odps-table,dataworks_meta_dwd_dg_dmc_lineage_table_di_v3_adex_2_14154_view,isa_tb,274091
mysql-table.4d6d25c4647eb187660054a4e2c88da7ffb287e2,4d6d25c4647eb187660054a4e2c88da7ffb287e2,mysql-table,base_meta_io_schd_relation,dw_metaservice,
loghub-logstore.b52a375842a2066f5afcb524abd21c8807f7bd33,b52a375842a2066f5afcb524abd21c8807f7bd33,loghub-logstore,lineage,,
loghub-logstore.f01251296bd1cfaec37ae9268c5d5b92def773ab,f01251296bd1cfaec37ae9268c5d5b92def773ab,loghub-logstore,entity_lineage,,
mysql-table.22badf3053c1ae316917326ddf761907cb7842ee,22badf3053c1ae316917326ddf761907cb7842ee,mysql-table,fin_meta_table_lineage,fin_data_monitor,
maxcompute-table.dataworks_meta.rpt_1d_meta_table_producing_nodes_2db,odps.dataworks_meta.rpt_1d_meta_table_producing_nodes_2db,odps-table,rpt_1d_meta_table_producing_nodes_2db,dataworks_meta,085416
maxcompute-table.dataworks_meta.rpt_m_tenant_table_output,odps.dataworks_meta.rpt_m_tenant_table_output,odps-table,rpt_m_tenant_table_output,dataworks_meta,085416
maxcompute-table.alsc_ads.ads_alsc_data_assets_govern_bi_demand_satisfy_detail_ds,odps.alsc_ads.ads_alsc_data_assets_govern_bi_demand_satisfy_detail_ds,odps-table,ads_alsc_data_assets_govern_bi_demand_satisfy_detail_ds,alsc_ads,508660
maxcompute-table.alsc_ads.ads_alsc_meta_asset_dic_old_cdm_children_ds,odps.alsc_ads.ads_alsc_meta_asset_dic_old_cdm_children_ds,odps-table,ads_alsc_meta_asset_dic_old_cdm_children_ds,alsc_ads,
maxcompute-table.alsc_ads.ads_alsc_meta_asset_value_table_info_ds,odps.alsc_ads.ads_alsc_meta_asset_value_table_info_ds,odps-table,ads_alsc_meta_asset_value_table_info_ds,alsc_ads,508660
maxcompute-table.alsc_ads.ads_alsc_meta_baseline_fixrelation_df,odps.alsc_ads.ads_alsc_meta_baseline_fixrelation_df,odps-table,ads_alsc_meta_baseline_fixrelation_df,alsc_ads,
maxcompute-table.alsc_ads.ads_alsc_meta_tuzhi_node_detail_ds,odps.alsc_ads.ads_alsc_meta_tuzhi_node_detail_ds,odps-table,ads_alsc_meta_tuzhi_node_detail_ds,alsc_ads,314486
maxcompute-table.alsc_ads.ads_ele_opera_nouse_task_list_ds,odps.alsc_ads.ads_ele_opera_nouse_task_list_ds,odps-table,ads_ele_opera_nouse_task_list_ds,alsc_ads,161281
maxcompute-table.alsc_ads.ads_meta_core_cdm_2_yaml_ds,odps.alsc_ads.ads_meta_core_cdm_2_yaml_ds,odps-table,ads_meta_core_cdm_2_yaml_ds,alsc_ads,
maxcompute-table.alsc_cdm.dwd_alsc_opera_table_info_df,odps.alsc_cdm.dwd_alsc_opera_table_info_df,odps-table,dwd_alsc_opera_table_info_df,alsc_cdm,508660
maxcompute-table.alsc_ads.ads_alsc_data_aseets_governitem_ind_not_input_ds,odps.alsc_ads.ads_alsc_data_aseets_governitem_ind_not_input_ds,odps-table,ads_alsc_data_aseets_governitem_ind_not_input_ds,alsc_ads,508660
maxcompute-table.alsc_ads.tmp_ads_alsc_bih_columns_tree_cover_base_df_01,odps.alsc_ads.tmp_ads_alsc_bih_columns_tree_cover_base_df_01,odps-table,tmp_ads_alsc_bih_columns_tree_cover_base_df_01,alsc_ads,
maxcompute-table.alsc_ads.tmp_ads_alsc_bih_core_indicator_cover_detail_df_01,odps.alsc_ads.tmp_ads_alsc_bih_core_indicator_cover_detail_df_01,odps-table,tmp_ads_alsc_bih_core_indicator_cover_detail_df_01,alsc_ads,
maxcompute-table.alsc_iic_dw.s_elemeown_eleme_dwd_alsc_meta_modelstudio_model_detail_model_df_view_df,odps.alsc_iic_dw.s_elemeown_eleme_dwd_alsc_meta_modelstudio_model_detail_model_df_view_df,odps-table,s_elemeown_eleme_dwd_alsc_meta_modelstudio_model_detail_model_df_view_df,alsc_iic_dw,339570
maxcompute-table.isa_adex.alsc_cdm_dwd_alsc_meta_modelstudio_model_detail_model_df_v0_adex_25_10259_view,odps.isa_adex.alsc_cdm_dwd_alsc_meta_modelstudio_model_detail_model_df_v0_adex_25_10259_view,odps-table,alsc_cdm_dwd_alsc_meta_modelstudio_model_detail_model_df_v0_adex_25_10259_view,isa_adex,086413
maxcompute-table.isa_dt2eleme_lzs.elemeown_eleme_dwd_alsc_meta_modelstudio_model_detail_model_df_view,odps.isa_dt2eleme_lzs.elemeown_eleme_dwd_alsc_meta_modelstudio_model_detail_model_df_view,odps-table,elemeown_eleme_dwd_alsc_meta_modelstudio_model_detail_model_df_view,isa_dt2eleme_lzs,339570
maxcompute-table.wl_dg.ads_tb_ctlive_efficacy_ai_odps_task_14d,odps.wl_dg.ads_tb_ctlive_efficacy_ai_odps_task_14d,odps-table,ads_tb_ctlive_efficacy_ai_odps_task_14d,wl_dg,
maxcompute-table.wl_dg.ads_tb_ctlive_efficacy_ai_odps_task_1d,odps.wl_dg.ads_tb_ctlive_efficacy_ai_odps_task_1d,odps-table,ads_tb_ctlive_efficacy_ai_odps_task_1d,wl_dg,
maxcompute-table.wl_dg.dwd_tb_ctlive_dtfuture_cdm_performance_df,odps.wl_dg.dwd_tb_ctlive_dtfuture_cdm_performance_df,odps-table,dwd_tb_ctlive_dtfuture_cdm_performance_df,wl_dg,
maxcompute-table.cndata.adm_csn_ai_rag_tab_metadata_done,odps.cndata.adm_csn_ai_rag_tab_metadata_done,odps-table,adm_csn_ai_rag_tab_metadata_done,cndata,248630
maxcompute-table.cndata.adm_csn_lgt_mgteam_okr_1d,odps.cndata.adm_csn_lgt_mgteam_okr_1d,odps-table,adm_csn_lgt_mgteam_okr_1d,cndata,464325
maxcompute-table.cndata.adm_csn_lgt_mgteam_okr_snapshot_1d,odps.cndata.adm_csn_lgt_mgteam_okr_snapshot_1d,odps-table,adm_csn_lgt_mgteam_okr_snapshot_1d,cndata,464325
maxcompute-table.cndata.adm_csn_sjnode,odps.cndata.adm_csn_sjnode,odps-table,adm_csn_sjnode,cndata,
maxcompute-table.cndata.adm_sys_dev_drop_list,odps.cndata.adm_sys_dev_drop_list,odps-table,adm_sys_dev_drop_list,cndata,
maxcompute-table.cndata.adm_sys_drop_list,odps.cndata.adm_sys_drop_list,odps-table,adm_sys_drop_list,cndata,
maxcompute-table.cndata.sys_automv_9f56f7482caf7c33d695ecedcb750ae44882966ce357a0a30eaa21e2e2fe171a,odps.cndata.sys_automv_9f56f7482caf7c33d695ecedcb750ae44882966ce357a0a30eaa21e2e2fe171a,odps-table,sys_automv_9f56f7482caf7c33d695ecedcb750ae44882966ce357a0a30eaa21e2e2fe171a,cndata,464325
maxcompute-table.udap_meta.mds_rmd_govern_table_mitem_prod_1d,odps.udap_meta.mds_rmd_govern_table_mitem_prod_1d,odps-table,mds_rmd_govern_table_mitem_prod_1d,udap_meta,
maxcompute-table.cndata.adm_csn_scm_dqc_monitor_df,odps.cndata.adm_csn_scm_dqc_monitor_df,odps-table,adm_csn_scm_dqc_monitor_df,cndata,
elasticsearch-index.c1829a3558f38d705fad33bef46ec37015cd7ca1,c1829a3558f38d705fad33bef46ec37015cd7ca1,elasticsearch-index,dw_maxcompute_tables_completion,,
maxcompute-table.dataworks_analyze.dws_dac_model_table_metrics_detail_nd,odps.dataworks_analyze.dws_dac_model_table_metrics_detail_nd,odps-table,dws_dac_model_table_metrics_detail_nd,dataworks_analyze,084102
maxcompute-table.dataworks_analyze.dws_dac_maxcompute_table_metrics_detail_nd,odps.dataworks_analyze.dws_dac_maxcompute_table_metrics_detail_nd,odps-table,dws_dac_maxcompute_table_metrics_detail_nd,dataworks_analyze,
maxcompute-table.dsc_safe_middle_layer.dsc_96991_71356_41746_dwd_dg_dmc_table_di_safe_view,odps.dsc_safe_middle_layer.dsc_96991_71356_41746_dwd_dg_dmc_table_di_safe_view,odps-table,dsc_96991_71356_41746_dwd_dg_dmc_table_di_safe_view,dsc_safe_middle_layer,051587
maxcompute-table.dsc_safe_middle_layer.dsc_96991_71356_dwd_dg_dmc_table_di_safe_view,odps.dsc_safe_middle_layer.dsc_96991_71356_dwd_dg_dmc_table_di_safe_view,odps-table,dsc_96991_71356_dwd_dg_dmc_table_di_safe_view,dsc_safe_middle_layer,051587
maxcompute-table.trip_service_core.dwd_fliggy_crm_meta_odps_dmc_table_di,odps.trip_service_core.dwd_fliggy_crm_meta_odps_dmc_table_di,odps-table,dwd_fliggy_crm_meta_odps_dmc_table_di,trip_service_core,316926
elasticsearch-index.8bb4b2c3dda555d2b0b899a8462cfcc99ad61087,8bb4b2c3dda555d2b0b899a8462cfcc99ad61087,elasticsearch-index,dw_maxcompute_table_with_meta,,
ots-table.0d1c029e996430b138ee04cee4c3338810c0cabf,0d1c029e996430b138ee04cee4c3338810c0cabf,ots-table,entity_lineage_upstream,lineage-inner,
ots-table.af839e4b68e757903537880fd6bc50aeb6048826,af839e4b68e757903537880fd6bc50aeb6048826,ots-table,entity_lineage_downstream,lineage-inner,
ots-table.ecab24a1f41d930572cccc28f3a6bd032301daaf,ecab24a1f41d930572cccc28f3a6bd032301daaf,ots-table,entity_lineage_task,lineage-inner,
maxcompute-table.dataworks_meta.dws_dac_model_table_metrics_detail_nd,odps.dataworks_meta.dws_dac_model_table_metrics_detail_nd,odps-table,dws_dac_model_table_metrics_detail_nd,dataworks_meta,084102
maxcompute-table.dataworks_meta.dws_dac_maxcompute_table_metrics_detail_nd,odps.dataworks_meta.dws_dac_maxcompute_table_metrics_detail_nd,odps-table,dws_dac_maxcompute_table_metrics_detail_nd,dataworks_meta,
maxcompute-table.dw_data_governance.rpt_d_meta_calc_manage_item_all_dg,odps.dw_data_governance.rpt_d_meta_calc_manage_item_all_dg,odps-table,rpt_d_meta_calc_manage_item_all_dg,dw_data_governance,050624
maxcompute-table.dw_data_governance.ods_d_meta_calc_score_deduct_detail_quality_dg,odps.dw_data_governance.ods_d_meta_calc_score_deduct_detail_quality_dg,odps-table,ods_d_meta_calc_score_deduct_detail_quality_dg,dw_data_governance,050624
maxcompute-table.dw_data_governance.ods_d_meta_calc_score_deduct_detail_storage_dg,odps.dw_data_governance.ods_d_meta_calc_score_deduct_detail_storage_dg,odps-table,ods_d_meta_calc_score_deduct_detail_storage_dg,dw_data_governance,
maxcompute-table.dw_data_governance.rpt_d_bi_relation_statistics,odps.dw_data_governance.rpt_d_bi_relation_statistics,odps-table,rpt_d_bi_relation_statistics,dw_data_governance,
maxcompute-table.dw_data_governance.rpt_d_dt_table_dg,odps.dw_data_governance.rpt_d_dt_table_dg,odps-table,rpt_d_dt_table_dg,dw_data_governance,
mysql-table.4cde4052e0fa9a98de2cd1381836f643a88345ca,4cde4052e0fa9a98de2cd1381836f643a88345ca,mysql-table,risk_twin_table_clean,icbu_privacy,
maxcompute-table.cnods.dataworks_analyze_dw_meta_maxcompute_tables_v2_adex_34_884_view,odps.cnods.dataworks_analyze_dw_meta_maxcompute_tables_v2_adex_34_884_view,odps-table,dataworks_analyze_dw_meta_maxcompute_tables_v2_adex_34_884_view,cnods,
maxcompute-table.eleme_ecodata_dist.glqforbdshtoshlzs_jspt_dw_meta_maxcompute_tables_v2_view,odps.eleme_ecodata_dist.glqforbdshtoshlzs_jspt_dw_meta_maxcompute_tables_v2_view,odps-table,glqforbdshtoshlzs_jspt_dw_meta_maxcompute_tables_v2_view,eleme_ecodata_dist,161281
maxcompute-table.icbucdm.glqforicbu_jspt_dw_meta_maxcompute_tables_v2_view,odps.icbucdm.glqforicbu_jspt_dw_meta_maxcompute_tables_v2_view,odps-table,glqforicbu_jspt_dw_meta_maxcompute_tables_v2_view,icbucdm,300405
maxcompute-table.tb_cdsys.dataworks_analyze_dw_meta_maxcompute_tables_v2_v140_adex_2_3253_view,odps.tb_cdsys.dataworks_analyze_dw_meta_maxcompute_tables_v2_v140_adex_2_3253_view,odps-table,dataworks_analyze_dw_meta_maxcompute_tables_v2_v140_adex_2_3253_view,tb_cdsys,061211
maxcompute-table.meta_cdm.meta_dwd_to_dwd_1_pace_table,odps.meta_cdm.meta_dwd_to_dwd_1_pace_table,odps-table,meta_dwd_to_dwd_1_pace_table,meta_cdm,149944
maxcompute-table.meta_cdm.meta_ods_to_dwd_table,odps.meta_cdm.meta_ods_to_dwd_table,odps-table,meta_ods_to_dwd_table,meta_cdm,149944
maxcompute-table.meta_cdm.meta_global_hot_tables,odps.meta_cdm.meta_global_hot_tables,odps-table,meta_global_hot_tables,meta_cdm,149944
maxcompute-table.meta_cdm.meta_user_tables_actions_1d,odps.meta_cdm.meta_user_tables_actions_1d,odps-table,meta_user_tables_actions_1d,meta_cdm,149944
maxcompute-table.dt_fbi_accelerate.dim_fbi_res_find_odps_llm_meta,odps.dt_fbi_accelerate.dim_fbi_res_find_odps_llm_meta,odps-table,dim_fbi_res_find_odps_llm_meta,dt_fbi_accelerate,
maxcompute-table.one_dfd.ads_dt_bxs_table_sql_for_llm,odps.one_dfd.ads_dt_bxs_table_sql_for_llm,odps-table,ads_dt_bxs_table_sql_for_llm,one_dfd,
maxcompute-table.one_dfd.ads_odps_qa_data_bxs_nd,odps.one_dfd.ads_odps_qa_data_bxs_nd,odps-table,ads_odps_qa_data_bxs_nd,one_dfd,
maxcompute-table.one_dfd.ads_odps_qa_data_bxs_summary_nd,odps.one_dfd.ads_odps_qa_data_bxs_summary_nd,odps-table,ads_odps_qa_data_bxs_summary_nd,one_dfd,
maxcompute-table.one_dfd.dim_odps_data_bxs_column,odps.one_dfd.dim_odps_data_bxs_column,odps-table,dim_odps_data_bxs_column,one_dfd,
maxcompute-table.one_dfd.dwd_dt_onebot_bxs_meta_sql_parse_info_di,odps.one_dfd.dwd_dt_onebot_bxs_meta_sql_parse_info_di,odps-table,dwd_dt_onebot_bxs_meta_sql_parse_info_di,one_dfd,432116
maxcompute-table.tbcdm.tmp_mds_exce_table_datarobot_di,odps.tbcdm.tmp_mds_exce_table_datarobot_di,odps-table,tmp_mds_exce_table_datarobot_di,tbcdm,
maxcompute-table.one_dfd.bxs_meta_table_push_oepnsearch,odps.one_dfd.bxs_meta_table_push_oepnsearch,odps-table,bxs_meta_table_push_oepnsearch,one_dfd,
maxcompute-table.dataworks_app_feature.dwd_dt_tag_asset_system_dg,odps.dataworks_app_feature.dwd_dt_tag_asset_system_dg,odps-table,dwd_dt_tag_asset_system_dg,dataworks_app_feature,140156
mysql-table.a2133b3f90613a3b8044e4338ad91c971fe37cbf,a2133b3f90613a3b8044e4338ad91c971fe37cbf,mysql-table,dt_scanner_table_detail,data_governace,
maxcompute-table.dw_data_governance.calc_score_deduct_detail_compare,odps.dw_data_governance.calc_score_deduct_detail_compare,odps-table,calc_score_deduct_detail_compare,dw_data_governance,050624
maxcompute-table.dw_data_governance.dwd_dg_plan_scanner_dynamic_snapshot,odps.dw_data_governance.dwd_dg_plan_scanner_dynamic_snapshot,odps-table,dwd_dg_plan_scanner_dynamic_snapshot,dw_data_governance,075180
maxcompute-table.dw_data_governance.dwd_dg_plan_scanner_snapshot,odps.dw_data_governance.dwd_dg_plan_scanner_snapshot,odps-table,dwd_dg_plan_scanner_snapshot,dw_data_governance,050624
maxcompute-table.dw_data_governance.dwd_fact_scanner_item_dg,odps.dw_data_governance.dwd_fact_scanner_item_dg,odps-table,dwd_fact_scanner_item_dg,dw_data_governance,140156
mysql-table.a3d01b1232a8848a6b47a6d0b3ed6ec3718cf5b0,a3d01b1232a8848a6b47a6d0b3ed6ec3718cf5b0,mysql-table,dt_data_asset_metric_summary,data_governace,
mysql-table.9a36b3f8177c5d86eaeb301445b27c7b5d97af47,9a36b3f8177c5d86eaeb301445b27c7b5d97af47,mysql-table,dt_table,data_governace,
maxcompute-table.dw_data_governance.calc_score_source_storage_raw,odps.dw_data_governance.calc_score_source_storage_raw,odps-table,calc_score_source_storage_raw,dw_data_governance,
maxcompute-table.dw_data_governance.dwd_d_dw_upstream_nodes_empty_count_dg,odps.dw_data_governance.dwd_d_dw_upstream_nodes_empty_count_dg,odps-table,dwd_d_dw_upstream_nodes_empty_count_dg,dw_data_governance,050624
maxcompute-table.dw_data_governance.dwd_d_dw_upstream_nodes_empty_last_days_dg,odps.dw_data_governance.dwd_d_dw_upstream_nodes_empty_last_days_dg,odps-table,dwd_d_dw_upstream_nodes_empty_last_days_dg,dw_data_governance,050624
maxcompute-table.dw_data_governance.dwd_d_node_use_non_partition_table_group_node_dg,odps.dw_data_governance.dwd_d_node_use_non_partition_table_group_node_dg,odps-table,dwd_d_node_use_non_partition_table_group_node_dg,dw_data_governance,
maxcompute-table.dw_data_governance.dwd_dt_tag_asset_lineage_all_for_tag_dg,odps.dw_data_governance.dwd_dt_tag_asset_lineage_all_for_tag_dg,odps-table,dwd_dt_tag_asset_lineage_all_for_tag_dg,dw_data_governance,
maxcompute-table.dw_data_governance.dwd_fact_table_generation_dg,odps.dw_data_governance.dwd_fact_table_generation_dg,odps-table,dwd_fact_table_generation_dg,dw_data_governance,140156
maxcompute-table.dw_data_governance.dws_wide_data_asset_task_dg,odps.dw_data_governance.dws_wide_data_asset_task_dg,odps-table,dws_wide_data_asset_task_dg,dw_data_governance,140156
maxcompute-table.dw_data_governance.dwd_fact_data_asset_tag_dg,odps.dw_data_governance.dwd_fact_data_asset_tag_dg,odps-table,dwd_fact_data_asset_tag_dg,dw_data_governance,140156
mysql-table.dbf64de82d7287cc4b9ca06f71f4acdf2ba9b079,dbf64de82d7287cc4b9ca06f71f4acdf2ba9b079,mysql-table,dt_tag_asset_realtion_search,data_governace,
maxcompute-table.dw_data_governance.rpt_d_analyze_engine_task_by_node_dg,odps.dw_data_governance.rpt_d_analyze_engine_task_by_node_dg,odps-table,rpt_d_analyze_engine_task_by_node_dg,dw_data_governance,140156
maxcompute-table.dw_data_governance.rpt_d_analyze_engine_task_detail_dg,odps.dw_data_governance.rpt_d_analyze_engine_task_detail_dg,odps-table,rpt_d_analyze_engine_task_detail_dg,dw_data_governance,050624
maxcompute-table.dw_data_governance.rpt_d_analyze_schedule_detail_dg,odps.dw_data_governance.rpt_d_analyze_schedule_detail_dg,odps-table,rpt_d_analyze_schedule_detail_dg,dw_data_governance,050624
maxcompute-table.dw_data_governance.rpt_d_analyze_sync_detail_dg,odps.dw_data_governance.rpt_d_analyze_sync_detail_dg,odps-table,rpt_d_analyze_sync_detail_dg,dw_data_governance,050624
maxcompute-table.dw_data_governance.rpt_d_analyze_table_detail_dg,odps.dw_data_governance.rpt_d_analyze_table_detail_dg,odps-table,rpt_d_analyze_table_detail_dg,dw_data_governance,050624
mysql-table.4762abf54a51c27d009ac0b65819f31ab2370854,4762abf54a51c27d009ac0b65819f31ab2370854,mysql-table,dt_tag_asset_summary,data_governace,
mysql-table.0b45ed53b3816186ff224b39f37a1ef3297458c4,0b45ed53b3816186ff224b39f37a1ef3297458c4,mysql-table,dt_data_asset_table_metric,data_governace,
maxcompute-table.dw_data_governance.dwd_dg_plan_data_asset_filter_snapshot,odps.dw_data_governance.dwd_dg_plan_data_asset_filter_snapshot,odps-table,dwd_dg_plan_data_asset_filter_snapshot,dw_data_governance,050624
maxcompute-table.dw_data_governance.rpt_d_analyze_table_agg_dg,odps.dw_data_governance.rpt_d_analyze_table_agg_dg,odps-table,rpt_d_analyze_table_agg_dg,dw_data_governance,050624
maxcompute-table.dw_data_governance.dwd_fact_table_relation_dg,odps.dw_data_governance.dwd_fact_table_relation_dg,odps-table,dwd_fact_table_relation_dg,dw_data_governance,
maxcompute-table.dw_data_governance.dwd_schema_standard_table_metric_profit_dg,odps.dw_data_governance.dwd_schema_standard_table_metric_profit_dg,odps-table,dwd_schema_standard_table_metric_profit_dg,dw_data_governance,050624
maxcompute-table.ailabsads.tmp_ads_ailabs_meta_node_table_relation_d_03_20260525,odps.ailabsads.tmp_ads_ailabs_meta_node_table_relation_d_03_20260525,odps-table,tmp_ads_ailabs_meta_node_table_relation_d_03_20260525,ailabsads,250264
maxcompute-table.ailabsads.tmp_ads_ailabs_meta_node_table_relation_d_03_20260526,odps.ailabsads.tmp_ads_ailabs_meta_node_table_relation_d_03_20260526,odps-table,tmp_ads_ailabs_meta_node_table_relation_d_03_20260526,ailabsads,250264
